disk- -------------------reads------------------- -------------------writes------------------ ------IO------- -----timestamp-----
          total    merged     sectors          ms     total    merged     sectors          ms     cur     sec                 CST
nvme8n1    129704         0    16069312      116609  24206921         0   638447583    14358635       0   12145 2025-11-13 17:18:53
nvme7n1    122259         0    15857812       85217  31743775         0   792185780    17790918       0   15493 2025-11-13 17:18:53
nvme6n1    118623         0    15716090       78537  30968335         0   792185780    31759032       0   21417 2025-11-13 17:18:53
sda       20904         0      224008       95583    507450      1386   537511944     2919720       0    1570 2025-11-13 17:18:58
sdb       21323         0      225520       85388    510185      1341   537659320     2918607       0    1560 2025-11-13 17:18:58
sdc       20986         0      223456      116420    509442      1607   537659320     2869234       0    1551 2025-11-13 17:18:58
sdd       20368         0      218872      120868    505915      1671   537511944     2871899       0    1557 2025-11-13 17:18:58
nvme0n1       650         0       67551         804    372716         0    48470909      304880       0     197 2025-11-13 17:18:58
nvme1n1       722         0       76597         365    385359         0    48470909      123229       0      92 2025-11-13 17:18:58
nvme2n1      1460         0      266431         278    833458         0   135104759       84927       0      61 2025-11-13 17:18:58
nvme5n1        82         0        2936          11         0         0           0           0       0       0 2025-11-13 17:18:58
nvme4n1    787250    195320   116519023      205057  13790651   5868129   344032892    12921888       0    4239 2025-11-13 17:18:58
nvme3n1      1488         0      273836         409    820995         0   135104759      114887       0      69 2025-11-13 17:18:58
nvme9n1    132704         0    16476918       81404  24365508         0   638447583    11919563       0   10504 2025-11-13 17:18:58
nvme8n1    129704         0    16069312      116609  24206921         0   638447583    14358635       0   12145 2025-11-13 17:18:58
nvme7n1    122259         0    15857812       85217  31743775         0   792185780    17790918       0   15493 2025-11-13 17:18:58
nvme6n1    118623         0    15716090       78537  30968335         0   792185780    31759032       0   21417 2025-11-13 17:18:58
sda       20904         0      224008       95583    507450      1386   537511944     2919720       0    1570 2025-11-13 17:19:03
sdb       21323         0      225520       85388    510185      1341   537659320     2918607       0    1560 2025-11-13 17:19:03
sdc       20986         0      223456      116420    509442      1607   537659320     2869234       0    1551 2025-11-13 17:19:03
sdd       20368         0      218872      120868    505915      1671   537511944     2871899       0    1557 2025-11-13 17:19:03
nvme0n1       650         0       67551         804    372716         0    48470909      304880       0     197 2025-11-13 17:19:03
nvme1n1       722         0       76597         365    385359         0    48470909      123229       0      92 2025-11-13 17:19:03
nvme2n1      1460         0      266431         278    833458         0   135104759       84927       0      61 2025-11-13 17:19:03
nvme5n1        82         0        2936          11         0         0           0           0       0       0 2025-11-13 17:19:03
nvme4n1    787250    195320   116519023      205057  13790739   5868146   344033820    12922113       0    4239 2025-11-13 17:19:03
nvme3n1      1488         0      273836         409    820995         0   135104759      114887       0      69 2025-11-13 17:19:03
nvme9n1    132704         0    16476918       81404  24365604         0   638448553    11919577       0   10504 2025-11-13 17:19:03
nvme8n1    129704         0    16069312      116609  24207014         0   638448553    14358753       0   12146 2025-11-13 17:19:03
nvme7n1    122259         0    15857812       85217  31743927         0   792187376    17790932       0   15494 2025-11-13 17:19:03
nvme6n1    118623         0    15716090       78537  30968482         0   792187376    31759046       0   21417 2025-11-13 17:19:03
sda       20904         0      224008       95583    507450      1386   537511944     2919720       0    1570 2025-11-13 17:19:08
sdb       21323         0      225520       85388    510185      1341   537659320     2918607       0    1560 2025-11-13 17:19:08
sdc       20986         0      223456      116420    509442      1607   537659320     2869234       0    1551 2025-11-13 17:19:08
sdd       20368         0      218872      120868    505915      1671   537511944     2871899       0    1557 2025-11-13 17:19:08
nvme0n1       650         0       67551         804    372770         0    48471325      304991       0     197 2025-11-13 17:19:08
nvme1n1       722         0       76597         365    385417         0    48471325      123249       0      92 2025-11-13 17:19:08
nvme2n1      1460         0      266431         278    833534         0   135105478       84942       0      61 2025-11-13 17:19:08
nvme5n1        82         0        2936          11         0         0           0           0       0       0 2025-11-13 17:19:08
nvme4n1    787250    195320   116519023      205057  13790740   5868146   344033828    12922120       0    4239 2025-11-13 17:19:08
nvme3n1      1488         0      273836         409    821074         0   135105478      114922       0      69 2025-11-13 17:19:08
nvme9n1    132704         0    16476918       81404  24365682         0   638449291    11919589       0   10504 2025-11-13 17:19:08
nvme8n1    129704         0    16069312      116609  24207092         0   638449291    14358863       0   12146 2025-11-13 17:19:08
nvme7n1    122259         0    15857812       85217  31744010         0   792188261    17790946       0   15494 2025-11-13 17:19:08
nvme6n1    118623         0    15716090       78537  30968566         0   792188261    31759059       0   21417 2025-11-13 17:19:08
sda       20904         0      224008       95583    507450      1386   537511944     2919720       0    1570 2025-11-13 17:19:13
sdb       21323         0      225520       85388    510185      1341   537659320     2918607       0    1560 2025-11-13 17:19:13
sdc       20986         0      223456      116420    509442      1607   537659320     2869234       0    1551 2025-11-13 17:19:13
sdd       20368         0      218872      120868    505915      1671   537511944     2871899       0    1557 2025-11-13 17:19:13
nvme0n1       650         0       67551         804    372832         0    48471774      305102       0     197 2025-11-13 17:19:13
nvme1n1       722         0       76597         365    385481         0    48471774      123268       0      92 2025-11-13 17:19:13
